Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered:Number child entered for abacus reading,Correct on Abacus: 1=correct; 0=incorrect,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial
0,2,83,2,1,1,2.65,83,1,2,104,1,IN/OUT
1,3,38,1,7,1,3.16,38,1,3,104,1,leading/trailing
1,4,90,2,6,1,3.4,90,1,2,104,1,leading/trailing
0,3,5,1,1,1,4.07,5,1,2,104,1,leading/trailing
0,1,565,1,2,1,7.32,565,1,3,104,1,IN/OUT
1,4,20,2,4,1,1.92,20,1,2,104,1,leading/trailing
1,2,112,2,6,1,2.57,112,1,3,104,1,IN/OUT
1,1,706,1,4,1,3.55,706,1,3,104,1,IN/OUT
0,1,219,3,2,1,2.08,219,1,3,104,1,IN/OUT
1,3,34,1,7,1,2.45,34,1,3,104,1,leading/trailing
1,4,70,2,7,1,1.82,70,1,2,104,1,leading/trailing
1,2,47,2,7,1,2.23,47,1,2,104,1,IN/OUT
0,1,59,1,2,1,2.38,59,1,2,104,1,IN/OUT
1,3,2,1,7,1,2.57,2,1,2,104,1,leading/trailing
1,3,83,1,7,1,2.93,83,1,3,104,1,leading/trailing
1,1,84,2,4,1,1.61,84,1,2,104,1,IN/OUT
1,4,550,3,7,1,2.72,550,1,3,104,1,leading/trailing
1,3,64,1,5,1,2.28,64,1,3,104,1,leading/trailing
1,4,680,3,7,1,12.5,680,1,3,104,2,leading/trailing
1,3,4,1,5,1,2.46,4,1,2,104,1,leading/trailing
1,3,6,1,6,1,2.73,6,1,2,104,1,leading/trailing
0,4,30,2,1,1,3.5,30,1,2,104,1,leading/trailing
1,2,708,2,6,1,3.04,708,1,3,104,1,IN/OUT
1,2,97,2,7,1,2.71,97,1,2,104,1,IN/OUT
0,2,633,2,1,1,2.9,633,1,3,104,1,IN/OUT
0,3,1,1,1,1,3.59,1,1,2,104,1,leading/trailing
1,3,65,1,5,1,2.28,65,1,3,104,1,leading/trailing
1,3,6,1,7,1,3.39,6,1,2,104,1,leading/trailing
1,4,260,3,5,1,2.33,260,1,3,104,1,leading/trailing
0,2,25,1,1,1,1.82,25,1,2,104,1,IN/OUT
1,4,40,2,5,1,2.04,40,1,2,104,1,leading/trailing
1,1,721,1,3,1,1.78,721,1,3,104,1,IN/OUT
1,4,40,2,7,1,1.59,40,1,2,104,1,leading/trailing
1,2,10,2,5,1,1.96,10,1,2,104,1,IN/OUT
1,1,71,1,4,1,3.18,71,1,2,104,1,IN/OUT
1,3,41,1,7,1,4.54,41,1,3,104,1,leading/trailing
1,3,6,1,4,1,3.01,6,1,2,104,1,leading/trailing
0,4,540,3,1,1,3.26,540,1,3,104,1,leading/trailing
1,2,188,1,7,1,3.77,188,1,3,104,1,IN/OUT
1,1,372,3,3,1,2.29,372,1,3,104,1,IN/OUT
1,2,60,1,7,1,2.12,60,1,2,104,1,IN/OUT
1,4,30,2,4,1,2.54,30,1,2,104,1,leading/trailing
1,3,4,1,6,1,2.73,4,1,2,104,1,leading/trailing
1,2,966,2,5,1,2.07,966,1,3,104,1,IN/OUT
0,2,661,3,1,1,3.3,661,1,3,104,1,IN/OUT
0,2,91,2,1,1,2.69,91,1,2,104,1,IN/OUT
1,2,44,1,5,1,2.34,44,1,3,104,1,IN/OUT
1,4,10,2,4,1,2.52,10,1,2,104,1,leading/trailing
1,4,70,2,5,1,2.39,70,1,2,104,1,leading/trailing
1,1,376,2,4,1,3.23,376,1,3,104,1,IN/OUT
1,4,360,3,6,1,2.64,360,1,3,104,1,leading/trailing
0,3,1,1,1,1,3.23,1,1,2,104,1,leading/trailing
1,3,7,1,6,1,2.42,7,1,2,104,1,leading/trailing
1,2,234,1,7,1,3.05,234,1,3,104,1,IN/OUT
1,1,608,1,3,1,4.35,608,1,3,104,1,IN/OUT
1,1,87,1,5,1,2.66,87,1,2,104,1,IN/OUT
0,1,54,1,2,1,3.73,54,1,2,104,1,IN/OUT
0,2,12,2,1,1,3.52,12,1,2,104,1,IN/OUT
1,4,610,3,6,1,2.23,610,1,3,104,1,leading/trailing
1,4,480,3,6,1,2.83,480,1,3,104,1,leading/trailing
1,1,83,1,5,1,1.78,83,1,2,104,1,IN/OUT
1,2,164,2,7,1,3.18,164,1,3,104,1,IN/OUT
1,3,1,1,5,1,2.59,1,1,2,104,1,leading/trailing
1,1,98,1,3,1,1.96,98,1,2,104,1,IN/OUT
0,3,92,1,1,1,3.52,92,1,3,104,1,leading/trailing
1,3,53,1,7,1,1.95,53,1,3,104,1,leading/trailing
0,4,950,3,1,1,10.2,950,1,3,104,1,leading/trailing
1,3,2,1,7,1,5.2,2,1,2,104,1,leading/trailing
1,4,20,2,6,1,3.18,20,1,2,104,1,leading/trailing
1,3,37,1,4,1,2.86,37,1,3,104,1,leading/trailing
1,4,810,3,5,1,4.08,810,1,3,104,1,leading/trailing
1,1,788,2,3,1,4.07,788,1,3,104,1,IN/OUT
1,4,810,3,6,1,3.02,810,1,3,104,1,leading/trailing
0,2,298,1,1,1,3.88,298,1,3,104,1,IN/OUT
1,2,496,3,7,1,2.29,496,1,3,104,1,IN/OUT
1,1,104,3,4,1,4.88,104,1,3,104,1,IN/OUT
0,3,14,1,1,1,2.36,14,1,3,104,1,leading/trailing
1,1,20,1,4,1,2.16,20,1,2,104,1,IN/OUT
1,3,7,1,5,1,2.69,7,1,2,104,1,leading/trailing
1,2,96,2,6,1,3.37,96,1,2,104,1,IN/OUT
1,2,53,2,7,1,4.05,53,1,2,104,1,IN/OUT
1,2,317,2,7,1,3.54,317,1,3,104,1,IN/OUT
1,3,82,1,6,1,2.53,82,1,3,104,1,leading/trailing
1,4,230,3,6,1,3.47,230,1,3,104,1,leading/trailing
1,1,83,1,4,1,1.41,83,1,2,104,1,IN/OUT
1,4,70,2,4,1,1.88,70,1,2,104,1,leading/trailing
1,4,60,2,5,1,1.81,60,1,2,104,1,leading/trailing
1,1,887,1,4,1,2.09,887,1,3,104,1,IN/OUT
1,1,631,2,3,1,2,631,1,3,104,1,IN/OUT
1,1,247,1,4,1,1.95,247,1,3,104,1,IN/OUT
1,3,75,1,7,1,2.06,75,1,3,104,1,leading/trailing
1,3,4,1,7,1,2.26,4,1,2,104,1,leading/trailing
1,3,35,1,4,1,2.29,35,1,3,104,1,leading/trailing
1,1,45,1,3,1,2.19,45,1,2,104,1,IN/OUT
1,4,850,3,7,1,3.95,850,1,3,104,1,leading/trailing
1,2,75,2,7,1,1.67,75,1,2,104,1,IN/OUT
1,3,2,1,4,1,2.56,2,1,2,104,1,leading/trailing
1,1,70,1,3,1,2.94,70,1,2,104,1,IN/OUT
1,4,30,2,7,1,1.84,30,1,2,104,1,leading/trailing
1,4,640,3,6,1,2.68,640,1,3,104,1,leading/trailing
0,4,470,3,1,1,3.64,470,1,3,104,1,leading/trailing
0,4,90,2,1,1,2.61,90,1,2,104,1,leading/trailing
1,1,61,1,3,1,1.75,61,1,2,104,1,IN/OUT
1,2,74,1,7,1,2.81,74,1,2,104,1,IN/OUT
1,1,263,3,4,1,2.4,263,1,3,104,1,IN/OUT
0,4,70,2,1,1,2.4,70,1,2,104,1,leading/trailing
0,3,6,1,1,1,2.09,6,1,2,104,1,leading/trailing
1,1,18,2,5,1,2.15,18,1,2,104,1,IN/OUT
1,2,14,1,6,1,1.96,19,0,2,105,1,IN/OUT
1,3,19,1,7,1,5.05,19,1,3,105,1,leading/trailing
1,3,24,1,4,1,5.2,24,1,3,105,1,leading/trailing
1,3,83,1,7,1,2.18,83,1,3,105,1,leading/trailing
0,1,736,3,2,1,3.06,736,1,3,105,1,IN/OUT
1,1,20,1,3,1,2.62,20,1,2,105,1,IN/OUT
1,2,34,1,7,1,2.12,34,1,2,105,1,IN/OUT
1,4,940,3,7,1,2.42,940,1,3,105,1,leading/trailing
1,1,306,3,3,1,3.01,306,1,3,105,1,IN/OUT
1,4,70,2,5,1,3.59,70,1,2,105,1,leading/trailing
1,4,930,3,5,1,3.21,930,1,3,105,1,leading/trailing
1,3,19,1,7,1,5.42,19,1,3,105,1,leading/trailing
1,4,20,2,5,1,2.96,20,1,2,105,1,leading/trailing
0,2,109,2,1,1,2.83,109,1,3,105,1,IN/OUT
1,4,260,3,4,1,3.35,260,1,3,105,1,leading/trailing
1,2,43,2,7,1,1.86,43,1,2,105,1,IN/OUT
1,4,40,2,7,1,3.34,40,1,2,105,1,leading/trailing
0,1,95,2,2,1,2.63,95,1,2,105,1,IN/OUT
1,4,510,3,4,1,2.89,510,1,3,105,1,leading/trailing
1,3,95,1,5,1,2.2,95,1,3,105,1,leading/trailing
1,2,232,3,7,1,3.11,232,1,3,105,1,IN/OUT
0,1,54,1,2,1,2.77,54,1,2,105,1,IN/OUT
1,2,62,1,7,1,2.54,62,1,2,105,1,IN/OUT
0,1,88,2,2,1,1.95,88,1,2,105,1,IN/OUT
1,1,131,2,4,1,4.25,131,1,3,105,1,IN/OUT
1,1,565,2,3,1,1.97,565,1,3,105,1,IN/OUT
0,2,19,1,1,1,2.84,19,1,2,105,1,IN/OUT
1,4,20,2,7,1,6.6,20,1,2,105,1,leading/trailing
0,3,8,1,1,1,1.52,8,1,2,105,1,leading/trailing
1,1,38,1,5,1,2.76,38,1,2,105,1,IN/OUT
1,3,7,1,6,1,1.61,7,1,2,105,1,leading/trailing
1,1,72,1,3,1,1.63,72,1,2,105,1,IN/OUT
0,3,25,1,1,0,1.34,784,0,3,105,1,leading/trailing
1,2,93,2,7,1,3.29,93,1,2,105,1,IN/OUT
0,4,60,2,1,1,4.75,60,1,2,105,1,leading/trailing
0,3,1,1,1,1,1.96,1,1,2,105,1,leading/trailing
1,1,79,1,4,1,1.39,79,1,2,105,1,IN/OUT
1,2,742,3,7,1,4.36,742,1,3,105,1,IN/OUT
1,3,63,1,4,1,1.8,63,1,3,105,1,leading/trailing
1,3,8,1,4,1,1.67,8,1,2,105,1,leading/trailing
1,2,62,1,6,1,3.59,62,1,3,105,1,IN/OUT
1,3,5,1,7,1,5.13,5,1,2,105,1,leading/trailing
1,1,310,1,3,1,2.17,310,1,3,105,1,IN/OUT
1,4,80,2,6,1,1.31,80,1,2,105,1,leading/trailing
0,3,5,1,1,1,1.93,5,1,2,105,1,leading/trailing
0,3,1,1,1,1,2.71,1,1,2,105,1,leading/trailing
1,1,94,1,6,1,2.17,94,1,2,105,1,IN/OUT
1,2,575,1,4,1,2.98,575,1,3,105,1,IN/OUT
1,2,545,3,4,1,1.64,545,1,3,105,1,IN/OUT
1,3,3,1,4,1,2.58,3,1,2,105,1,leading/trailing
0,4,410,3,1,1,2.12,410,1,3,105,1,leading/trailing
1,1,44,2,3,1,4.47,44,1,2,105,1,IN/OUT
0,2,90,2,1,1,1.74,90,1,2,105,1,IN/OUT
1,2,675,3,7,1,1.65,675,1,3,105,1,IN/OUT
1,1,601,1,3,1,2.02,601,1,3,105,1,IN/OUT
1,4,50,2,5,1,2.14,50,1,2,105,1,leading/trailing
1,4,930,3,4,1,1.62,930,1,3,105,1,leading/trailing
1,4,760,3,6,1,1.94,760,1,3,105,1,leading/trailing
0,2,538,2,1,1,2.5,538,1,3,105,1,IN/OUT
1,3,58,1,5,1,1.9,58,1,3,105,1,leading/trailing
0,4,80,2,1,1,1.3,80,1,2,105,1,leading/trailing
0,3,15,1,1,1,2.13,580,0,3,105,1,leading/trailing
1,2,60,1,6,1,2.44,60,1,2,105,1,IN/OUT
1,3,9,1,7,1,3.16,9,1,2,105,1,leading/trailing
0,2,34,2,1,1,3.25,34,1,2,105,1,IN/OUT
0,4,820,3,1,1,2.68,820,1,3,105,1,leading/trailing
1,4,90,2,7,1,1.73,90,1,2,105,1,leading/trailing
1,1,781,1,3,1,2.14,781,1,3,105,1,IN/OUT
1,2,163,3,7,1,2.93,168,0,3,105,1,IN/OUT
0,2,42,1,1,1,2.52,42,1,2,105,1,IN/OUT
1,2,92,2,7,1,2.07,92,1,2,105,1,IN/OUT
0,1,774,2,2,1,1.97,774,1,3,105,1,IN/OUT
1,1,773,3,5,1,2.23,773,1,3,105,1,IN/OUT
1,3,1,1,5,1,1.86,1,1,2,105,1,leading/trailing
1,3,7,1,5,1,3.15,7,1,2,105,1,leading/trailing
1,3,55,1,7,1,4.43,55,1,3,105,1,leading/trailing
1,4,150,3,5,1,1.78,150,1,3,105,1,leading/trailing
1,3,2,1,5,1,2.45,2,1,2,105,1,leading/trailing
0,4,540,3,1,1,2.17,40,0,3,105,1,leading/trailing
1,2,77,1,6,1,11.6,77,1,2,105,2,IN/OUT
1,4,220,3,4,1,1.8,220,1,3,105,1,leading/trailing
1,3,5,1,7,1,1.79,5,1,2,105,1,leading/trailing
1,4,10,2,4,1,2.6,10,1,2,105,1,leading/trailing
0,3,93,1,1,1,3.06,48,0,3,105,1,leading/trailing
0,4,60,2,1,1,2.15,60,1,2,105,1,leading/trailing
1,1,808,3,3,1,1.88,808,1,3,105,1,IN/OUT
1,1,96,2,3,1,1.94,96,1,2,105,1,IN/OUT
0,4,340,3,1,1,2.24,340,1,3,105,1,leading/trailing
0,2,285,1,1,0,1.91,285,1,3,105,1,IN/OUT
1,2,477,2,6,1,3,477,1,3,105,1,IN/OUT
1,4,10,2,4,1,1.38,10,1,2,105,1,leading/trailing
1,2,354,2,4,1,10.1,354,1,3,105,1,IN/OUT
1,1,220,1,3,1,1.5,220,1,3,105,1,IN/OUT
1,3,29,1,5,1,1.62,374,0,3,105,1,leading/trailing
0,1,66,1,2,1,1.55,66,1,2,105,1,IN/OUT
1,4,470,3,6,1,2.19,470,1,3,105,1,leading/trailing
1,4,950,3,7,1,2.56,950,1,3,105,1,leading/trailing
0,4,80,2,1,1,2.73,80,1,2,105,1,leading/trailing
1,1,646,1,3,1,1.1,646,1,3,105,1,IN/OUT
0,2,709,2,1,1,4.65,754,0,3,105,1,IN/OUT
1,1,36,1,3,1,2.61,36,1,2,105,1,IN/OUT
0,3,44,1,1,1,2.69,44,1,3,105,1,leading/trailing
1,4,10,2,6,1,3.56,10,1,2,105,1,leading/trailing
1,4,480,3,7,1,1.5,480,1,3,105,1,leading/trailing
1,3,0,0,0,0,0,0,0,2,105,1,exclude
1,2,0,0,0,0,0,0,0,2,105,1,exclude
1,1,0,0,0,0,0,0,0,2,105,1,exclude
1,3,0,0,0,0,0,0,0,2,105,1,exclude
1,2,0,0,0,0,0,0,0,3,105,1,exclude
1,3,0,0,0,0,0,0,0,3,105,1,exclude
1,4,0,0,0,0,0,0,0,2,105,1,exclude
0,1,0,0,0,0,0,0,0,3,105,1,exclude
1,1,0,0,0,0,0,0,0,2,105,1,exclude
1,1,0,0,0,0,0,0,0,3,105,1,exclude
1,3,0,0,0,0,0,0,0,3,105,1,exclude
1,1,0,0,0,0,0,0,0,2,105,1,exclude
1,3,0,0,0,0,0,0,0,3,105,1,exclude
0,1,0,0,0,0,0,0,0,3,105,1,exclude
1,2,0,0,0,0,0,0,0,2,105,1,exclude
1,2,0,0,0,0,0,0,0,3,105,1,exclude
1,1,0,0,0,0,0,0,0,3,105,1,exclude
1,2,0,0,0,0,0,0,0,2,105,1,exclude
1,2,0,0,0,0,0,0,0,3,105,1,exclude
1,4,0,0,0,0,0,0,0,3,105,1,exclude
1,1,0,0,0,0,0,0,0,2,105,1,exclude
1,2,0,0,0,0,0,0,0,2,105,1,exclude
1,4,0,0,0,0,0,0,0,2,105,1,exclude
1,3,0,0,0,0,0,0,0,2,105,1,exclude
1,3,1,1,7,1,2.19,1,1,2,106,1,leading/trailing
1,2,471,3,5,1,4.38,471,1,3,106,1,IN/OUT
1,1,615,1,3,1,3.9,615,1,3,106,1,IN/OUT
0,3,33,1,1,1,6.06,33,1,3,106,1,leading/trailing
1,3,15,1,7,1,2.36,15,1,3,106,1,leading/trailing
0,4,80,2,1,1,4.16,80,1,2,106,1,leading/trailing
1,2,200,2,4,1,3.85,200,1,3,106,1,IN/OUT
1,1,474,1,5,1,4.07,474,1,3,106,1,IN/OUT
0,4,20,2,1,1,3.34,0,0,2,106,1,leading/trailing
0,1,16,2,2,1,2.46,6,0,2,106,1,IN/OUT
1,3,6,1,7,1,5.53,6,1,2,106,1,leading/trailing
1,1,632,3,4,1,3.61,632,1,3,106,1,IN/OUT
1,1,49,2,6,1,4.01,49,1,2,106,1,IN/OUT
1,4,30,2,7,1,2.21,30,1,2,106,1,leading/trailing
1,2,34,1,7,1,2.75,34,1,2,106,1,IN/OUT
1,1,42,1,6,1,2.84,42,1,2,106,1,IN/OUT
1,2,120,3,6,1,4.42,0,0,3,106,1,IN/OUT
0,3,9,1,1,1,3.91,9,1,2,106,1,leading/trailing
0,2,14,2,1,1,3.73,14,1,2,106,1,IN/OUT
1,3,3,1,6,1,3.09,3,1,2,106,1,leading/trailing
1,1,215,2,3,1,4.19,215,1,3,106,1,IN/OUT
1,2,8,1,4,1,3.03,8,1,2,106,1,IN/OUT
1,3,5,1,7,1,3.06,5,1,2,106,1,leading/trailing
1,2,825,2,6,1,3.88,25,0,3,106,1,IN/OUT
1,2,872,3,7,1,4.35,872,1,3,106,1,IN/OUT
0,1,347,3,2,1,3.14,347,1,3,106,1,IN/OUT
1,1,184,3,3,1,2.73,184,1,3,106,1,IN/OUT
0,3,68,1,1,1,6.44,68,1,3,106,1,leading/trailing
1,3,82,1,6,1,3.29,82,1,3,106,1,leading/trailing
1,1,52,2,4,1,2.42,52,1,2,106,1,IN/OUT
1,2,850,1,7,1,3.34,850,1,3,106,1,IN/OUT
0,1,36,2,2,1,2.35,36,1,2,106,1,IN/OUT
1,4,20,2,7,1,1.51,20,1,2,106,1,leading/trailing
0,3,2,1,1,1,4.23,2,1,2,106,1,leading/trailing
0,2,186,1,1,1,3.85,186,1,3,106,1,IN/OUT
1,4,40,2,4,1,4.1,40,1,2,106,1,leading/trailing
1,1,480,1,6,1,3.44,480,1,3,106,1,IN/OUT
0,4,10,2,1,0,1.98,10,1,2,106,1,leading/trailing
1,1,62,2,4,1,2.2,62,1,2,106,1,IN/OUT
1,1,77,2,4,1,2,77,1,2,106,1,IN/OUT
1,3,6,1,6,1,3.08,6,1,2,106,1,leading/trailing
1,4,90,2,7,1,1.99,90,1,2,106,1,leading/trailing
1,4,30,2,4,1,1.98,30,1,2,106,1,leading/trailing
0,1,18,2,2,1,3,18,1,2,106,1,IN/OUT
1,4,550,3,5,1,5.49,50,0,3,106,1,leading/trailing
0,3,96,1,1,1,3.75,96,1,3,106,1,leading/trailing
1,3,6,1,7,1,5.38,6,1,2,106,1,leading/trailing
1,4,60,2,6,1,3.34,60,1,2,106,1,leading/trailing
1,2,76,2,7,1,4.94,76,1,2,106,1,IN/OUT
1,1,779,3,4,1,5.88,774,0,3,106,1,IN/OUT
1,2,393,1,7,1,5.78,393,1,3,106,1,IN/OUT
1,4,460,3,5,1,2.54,460,1,3,106,1,leading/trailing
0,3,72,1,1,1,4.59,72,1,3,106,1,leading/trailing
1,2,14,1,7,1,3.51,14,1,2,106,1,IN/OUT
0,2,259,1,1,1,5.01,257,0,3,106,1,IN/OUT
1,4,20,2,5,1,3.01,20,1,2,106,1,leading/trailing
1,3,95,1,4,1,2.4,95,1,3,106,1,leading/trailing
1,3,4,1,7,1,4.91,4,1,2,106,1,leading/trailing
1,3,38,1,6,1,3.16,38,1,3,106,1,leading/trailing
0,4,660,3,1,1,4.7,660,1,3,106,1,leading/trailing
0,3,9,1,1,1,2.83,9,1,2,106,1,leading/trailing
1,2,95,2,7,1,2.72,95,1,2,106,1,IN/OUT
1,1,62,2,4,1,3.23,62,1,2,106,1,IN/OUT
0,2,72,2,1,1,3.55,72,1,2,106,1,IN/OUT
1,1,700,1,3,1,2.21,700,1,3,106,1,IN/OUT
1,4,60,2,5,1,3.55,60,1,2,106,1,leading/trailing
1,3,1,1,4,1,2.68,1,1,2,106,1,leading/trailing
1,2,35,2,5,0,2.37,35,1,2,106,1,IN/OUT
0,1,84,1,2,1,3.28,84,1,2,106,1,IN/OUT
1,1,35,1,5,1,3.04,85,0,2,106,1,IN/OUT
1,2,51,1,7,1,4,51,1,2,106,1,IN/OUT
0,1,386,2,2,1,3.59,386,1,3,106,1,IN/OUT
1,3,2,1,7,1,2.8,2,1,2,106,1,leading/trailing
1,3,45,1,6,1,2.61,45,1,3,106,1,leading/trailing
0,2,37,1,1,1,3.65,37,1,2,106,1,IN/OUT
1,2,47,2,6,1,2.05,47,1,2,106,1,IN/OUT
1,3,69,1,4,1,2.85,69,1,3,106,1,leading/trailing
1,2,20,1,6,1,3.54,20,1,2,106,1,IN/OUT
1,2,12,2,6,1,3.05,2,0,2,106,1,IN/OUT
0,1,189,3,2,1,2.45,189,1,3,106,1,IN/OUT
1,4,560,3,5,1,2.4,560,1,3,106,1,leading/trailing
0,4,830,3,1,1,3.64,830,1,3,106,1,leading/trailing
1,4,60,2,6,1,1.85,60,1,2,106,1,leading/trailing
1,1,13,2,5,1,1.66,13,1,2,106,1,IN/OUT
1,2,63,1,5,1,2.96,63,1,2,106,1,IN/OUT
0,4,70,2,1,1,4.08,70,1,2,106,1,leading/trailing
1,4,290,3,7,1,4.14,290,1,3,106,1,leading/trailing
1,2,992,3,6,1,1.96,992,1,3,106,1,IN/OUT
1,3,27,1,4,1,2.19,27,1,3,106,1,leading/trailing
1,4,40,2,5,1,1.99,40,1,2,106,1,leading/trailing
1,2,416,3,7,1,2.78,417,0,3,106,1,IN/OUT
0,1,317,3,2,1,1.93,317,1,3,106,1,IN/OUT
0,4,250,3,1,1,2.38,250,1,3,106,1,leading/trailing
1,2,305,2,7,1,2.97,305,1,3,106,1,IN/OUT
1,4,510,3,5,1,2.13,510,1,3,106,1,leading/trailing
1,1,22,1,3,1,2.4,22,1,2,106,1,IN/OUT
1,3,85,1,6,1,1.88,85,1,3,106,1,leading/trailing
1,4,80,2,6,1,2.53,80,1,2,106,1,leading/trailing
1,4,880,3,5,1,3.74,880,1,3,106,1,leading/trailing
1,4,280,3,5,1,2.31,280,1,3,106,1,leading/trailing
1,2,653,2,6,1,3.01,653,1,3,106,1,IN/OUT
0,3,4,1,1,1,5.6,4,1,2,106,1,leading/trailing
1,1,59,2,6,1,4.51,59,1,2,106,1,IN/OUT
1,3,44,1,4,1,2.03,44,1,3,106,1,leading/trailing
1,3,3,1,6,1,3.19,3,1,2,106,1,leading/trailing
1,1,223,3,5,1,2.28,223,1,3,106,1,IN/OUT
1,1,52,3,3,1,2.55,52,1,3,106,1,IN/OUT
1,3,2,1,4,1,2.18,2,1,2,106,1,leading/trailing
0,4,920,3,1,1,2.68,920,1,3,106,1,leading/trailing
1,4,330,3,4,1,1.72,330,1,3,106,1,leading/trailing
1,1,869,1,3,1,2.54,869,1,3,106,1,IN/OUT
1,2,142,1,6,1,2.68,42,0,3,106,1,IN/OUT
1,1,9,2,3,1,2.72,9,1,2,106,1,IN/OUT
0,2,2,2,1,1,1.35,2,1,2,106,1,IN/OUT
1,4,110,3,4,1,1.98,110,1,3,106,1,leading/trailing
0,2,980,3,1,1,2.36,980,1,3,106,1,IN/OUT
1,2,35,2,5,1,2.39,35,1,2,106,1,IN/OUT
1,3,18,1,4,1,2.82,18,1,3,106,1,leading/trailing
1,1,999,3,4,1,2.76,999,1,3,106,1,IN/OUT
1,3,7,1,4,1,3.14,7,1,2,106,1,leading/trailing
1,1,85,1,4,1,2.23,5,0,2,106,1,IN/OUT
1,4,10,2,4,1,2.68,10,1,2,106,1,leading/trailing
1,3,13,1,5,1,2.18,13,1,3,106,1,leading/trailing
0,2,429,1,1,1,4.48,429,1,3,106,1,IN/OUT
1,4,110,3,7,1,2.26,110,1,3,106,1,leading/trailing
1,4,910,3,5,1,2.85,910,1,3,106,1,leading/trailing
1,3,55,1,6,1,11.2,55,1,3,106,2,leading/trailing
1,4,820,3,4,1,6.13,820,1,3,106,1,leading/trailing
1,3,1,1,5,1,6.62,1,1,2,107,1,leading/trailing
0,3,8,1,1,1,5.87,8,1,2,107,1,leading/trailing
1,2,10,2,5,1,3.32,10,1,2,107,1,IN/OUT
0,1,682,1,2,1,4.59,682,1,3,107,1,IN/OUT
1,3,29,1,6,1,4.78,29,1,3,107,1,leading/trailing
0,2,156,1,1,1,3.12,156,1,3,107,1,IN/OUT
1,3,73,1,7,1,7.2,73,1,3,107,1,leading/trailing
1,1,155,1,3,1,3.26,155,1,3,107,1,IN/OUT
1,4,20,2,4,1,3.4,20,1,2,107,1,leading/trailing
1,1,48,3,3,1,2.38,48,1,3,107,1,IN/OUT
1,1,451,1,4,1,4.14,451,1,3,107,1,IN/OUT
1,2,985,2,7,1,6.39,985,1,3,107,1,IN/OUT
1,1,546,2,5,1,3.14,546,1,3,107,1,IN/OUT
1,2,53,2,5,1,4.67,53,1,3,107,1,IN/OUT
1,1,68,1,3,1,2.36,68,1,2,107,1,IN/OUT
1,4,30,2,4,1,3.52,30,1,2,107,1,leading/trailing
1,4,160,3,5,1,2.87,160,1,3,107,1,leading/trailing
0,3,78,1,1,1,5.82,78,1,3,107,1,leading/trailing
0,1,386,3,2,1,5.75,386,1,3,107,1,IN/OUT
0,2,93,2,1,1,6.51,93,1,2,107,1,IN/OUT
1,2,665,2,5,1,3.44,665,1,3,107,1,IN/OUT
1,1,28,1,3,1,2.92,28,1,2,107,1,IN/OUT
1,1,40,1,4,1,2.66,40,1,2,107,1,IN/OUT
0,3,7,1,1,1,4.58,7,1,2,107,1,leading/trailing
1,2,98,2,7,1,5.09,98,1,2,107,1,IN/OUT
1,2,12,1,6,1,4.66,12,1,2,107,1,IN/OUT
1,2,361,2,6,1,3.97,361,1,3,107,1,IN/OUT
1,4,110,3,5,1,3.91,110,1,3,107,1,leading/trailing
1,2,55,1,5,1,3.79,55,1,2,107,1,IN/OUT
1,1,79,2,4,1,2.91,79,1,2,107,1,IN/OUT
1,1,52,2,4,1,3.12,52,1,2,107,1,IN/OUT
0,1,747,3,2,1,5.65,747,1,3,107,1,IN/OUT
0,2,1,3,1,1,4.21,1,1,3,107,1,IN/OUT
1,3,3,1,7,1,3.69,3,1,2,107,1,leading/trailing
0,2,88,1,1,1,5.18,88,1,3,107,1,IN/OUT
0,1,75,2,2,1,3.89,75,1,2,107,1,IN/OUT
0,2,927,2,1,1,4.88,927,1,3,107,1,IN/OUT
0,4,80,2,1,1,4.58,80,1,2,107,1,leading/trailing
0,2,43,1,1,1,4.43,43,1,2,107,1,IN/OUT
1,4,570,3,5,1,2.72,570,1,3,107,1,leading/trailing
1,2,13,1,5,1,3.37,13,1,2,107,1,IN/OUT
1,4,120,3,6,1,3.4,120,1,3,107,1,leading/trailing
1,4,70,2,6,1,3.1,70,1,2,107,1,leading/trailing
1,3,19,1,5,1,6.01,19,1,3,107,1,leading/trailing
1,2,54,1,5,1,3.09,54,1,2,107,1,IN/OUT
1,3,55,1,6,1,4.5,55,1,3,107,1,leading/trailing
1,3,94,1,6,1,5.63,94,1,3,107,1,leading/trailing
1,4,50,2,4,1,2.51,50,1,2,107,1,leading/trailing
1,2,13,1,5,1,4.55,13,1,2,107,1,IN/OUT
1,4,30,2,4,1,4.42,0,0,2,107,1,leading/trailing
0,1,36,2,2,1,4.3,36,1,2,107,1,IN/OUT
1,3,3,1,7,1,5.74,3,1,2,107,1,leading/trailing
1,4,680,3,4,1,3.34,680,1,3,107,1,leading/trailing
1,4,830,3,4,1,4.39,830,1,3,107,1,leading/trailing
