Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered:Number child entered for abacus reading,Correct on Abacus: 1=correct; 0=incorrect,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial
1,2,7,2,6,1,3.29,7,1,2,136,1,IN/OUT
1,1,912,1,3,1,3.74,912,1,3,136,1,IN/OUT
1,1,477,1,3,1,3.98,477,1,3,136,1,IN/OUT
1,4,10,2,5,1,2.06,10,1,2,136,1,leading/trailing
1,4,880,3,4,1,2.77,880,1,3,136,1,leading/trailing
1,3,69,1,7,1,4.07,69,1,3,136,1,leading/trailing
1,3,1,1,7,1,4.05,1,1,2,136,1,leading/trailing
1,4,60,2,7,1,6.14,6,0,2,136,1,leading/trailing
1,4,20,2,4,1,2.91,20,1,2,136,1,leading/trailing
1,2,96,2,6,0,2.37,96,1,2,136,1,IN/OUT
0,3,1,1,1,1,6.82,1,1,2,136,1,leading/trailing
1,4,380,3,5,1,6.29,380,1,3,136,1,leading/trailing
1,2,124,1,5,1,3.57,120,0,3,136,1,IN/OUT
1,3,59,1,7,1,5.94,59,1,3,136,1,leading/trailing
0,2,41,2,1,1,4.03,49,0,2,136,1,IN/OUT
1,1,95,1,4,1,4.08,95,1,2,136,1,IN/OUT
1,4,440,3,5,1,2.14,440,1,3,136,1,leading/trailing
1,1,98,2,4,1,2.58,98,1,3,136,1,IN/OUT
1,3,75,1,5,1,8.57,75,1,3,136,1,leading/trailing
0,4,40,2,1,1,4.64,40,1,2,136,1,leading/trailing
1,3,6,1,4,1,2.93,6,1,2,136,1,leading/trailing
1,1,714,1,3,1,2.86,714,1,3,136,1,IN/OUT
1,4,50,2,6,1,3.1,50,1,2,136,1,leading/trailing
0,3,23,1,1,1,6.44,23,1,3,136,1,leading/trailing
1,1,15,1,3,1,2.06,15,1,2,136,1,IN/OUT
1,1,699,2,6,1,2.63,699,1,3,136,1,IN/OUT
1,1,99,2,3,1,2.52,99,1,3,136,1,IN/OUT
0,3,1,1,1,1,3.25,1,1,2,136,1,leading/trailing
1,3,11,1,6,1,4.69,11,1,3,136,1,leading/trailing
1,3,29,1,4,1,3.27,29,1,3,136,1,leading/trailing
0,2,18,1,1,1,5.51,18,1,2,136,1,IN/OUT
0,1,27,2,2,1,3.14,27,1,2,136,1,IN/OUT
0,4,40,2,1,1,4.9,40,1,2,136,1,leading/trailing
1,1,90,1,4,1,3.99,90,1,2,136,1,IN/OUT
1,2,414,2,7,1,3.34,414,1,3,136,1,IN/OUT
1,3,32,1,4,1,3.16,32,1,3,136,1,leading/trailing
1,2,132,1,6,1,5.94,132,1,3,136,1,IN/OUT
1,2,50,2,5,1,2.13,50,1,2,136,1,IN/OUT
0,1,764,1,2,1,7.55,764,1,3,136,1,IN/OUT
1,2,34,1,7,1,4.58,34,1,2,136,1,IN/OUT
0,1,785,3,2,1,3.61,785,1,3,136,1,IN/OUT
1,2,80,1,7,1,8.39,80,1,2,136,1,IN/OUT
1,1,83,2,3,1,3.2,83,1,2,136,1,IN/OUT
1,1,49,2,5,1,2.21,49,1,2,136,1,IN/OUT
1,2,19,1,5,1,2.64,19,1,2,136,1,IN/OUT
1,3,3,1,7,1,1.26,3,1,2,136,1,leading/trailing
1,1,15,2,3,1,3.7,15,1,3,136,1,IN/OUT
1,4,540,3,7,1,2.82,540,1,3,136,1,leading/trailing
1,1,2,2,4,1,1.47,2,1,2,136,1,IN/OUT
1,4,20,2,5,1,1.01,20,1,2,136,1,leading/trailing
1,1,900,1,6,1,2.71,900,1,3,136,1,IN/OUT
0,4,770,3,1,1,3.16,770,1,3,136,1,leading/trailing
0,2,15,1,1,1,3.87,15,1,2,136,1,IN/OUT
1,3,6,1,6,1,1.61,6,1,2,136,1,leading/trailing
1,3,51,1,5,1,3.16,51,1,3,136,1,leading/trailing
1,2,899,1,7,1,4.01,899,1,3,136,1,IN/OUT
1,4,220,3,5,1,1.33,220,1,3,136,1,leading/trailing
0,2,90,2,1,1,3.26,0,0,2,136,1,IN/OUT
1,1,74,1,3,0,1.24,980,0,2,136,1,IN/OUT
1,2,441,3,7,1,3.21,441,1,3,136,1,IN/OUT
1,3,4,1,7,1,2.16,4,1,2,136,1,leading/trailing
0,4,440,3,1,1,4.8,440,1,3,136,1,leading/trailing
1,3,64,1,5,1,7.7,64,1,3,136,1,leading/trailing
0,1,7,2,2,1,2.48,7,1,2,136,1,IN/OUT
1,2,905,2,7,1,5.54,905,1,3,136,1,IN/OUT
1,3,9,1,5,1,2.38,9,1,2,136,1,leading/trailing
1,4,10,2,7,1,1.91,0,0,2,136,1,leading/trailing
0,2,736,2,1,0,0.79,9,0,3,136,1,IN/OUT
1,1,61,2,3,1,2.18,61,1,2,136,1,IN/OUT
1,4,30,2,6,1,1.09,30,1,2,136,1,leading/trailing
0,3,15,1,1,1,4.74,15,1,3,137,1,leading/trailing
1,2,239,1,7,1,2.44,239,1,3,137,1,IN/OUT
1,2,210,3,7,1,2.12,210,1,3,137,1,IN/OUT
1,3,49,1,7,1,2.85,49,1,3,137,1,leading/trailing
1,1,400,1,3,1,3.25,400,1,3,137,1,IN/OUT
1,4,430,3,5,1,2.02,430,1,3,137,1,leading/trailing
1,3,67,1,7,1,2.47,67,1,3,137,1,leading/trailing
1,3,35,1,6,1,2.56,35,1,3,137,1,leading/trailing
0,1,246,3,2,1,3.02,246,1,3,137,1,IN/OUT
1,1,16,1,3,0,2.17,16,1,2,137,1,IN/OUT
1,1,676,2,4,1,2.98,676,1,3,137,1,IN/OUT
0,3,5,1,1,1,2.8,5,1,2,137,1,leading/trailing
0,3,33,1,1,1,2.54,33,1,3,137,1,leading/trailing
0,1,66,2,2,1,1.48,66,1,2,137,1,IN/OUT
1,1,570,2,4,1,5.82,570,1,3,137,1,IN/OUT
1,4,20,2,6,1,1.73,20,1,2,137,1,leading/trailing
1,4,890,3,6,1,2.67,890,1,3,137,1,leading/trailing
1,4,90,2,7,1,1.38,90,1,2,137,1,leading/trailing
1,1,782,3,4,1,2.22,782,1,3,137,1,IN/OUT
1,3,72,1,5,1,2.36,72,1,3,137,1,leading/trailing
1,3,78,1,5,1,2.32,78,1,3,137,1,leading/trailing
0,2,37,1,1,1,2.58,37,1,2,137,1,IN/OUT
0,4,950,3,1,1,2.73,950,1,3,137,1,leading/trailing
0,2,92,2,1,1,3.57,92,1,2,137,1,IN/OUT
1,2,25,1,7,1,2.94,25,1,3,137,1,IN/OUT
1,1,27,2,3,1,3.03,27,1,2,137,1,IN/OUT
1,1,890,2,4,1,5.34,890,1,3,137,1,IN/OUT
1,2,84,1,7,1,2.68,84,1,3,137,1,IN/OUT
1,2,775,3,5,1,2.51,775,1,3,137,1,IN/OUT
1,2,77,1,6,1,2.25,77,1,2,137,1,IN/OUT
1,2,793,3,7,1,2.98,793,1,3,137,1,IN/OUT
1,1,66,1,3,1,2.03,66,1,2,137,1,IN/OUT
1,3,1,1,6,1,2.31,1,1,2,137,1,leading/trailing
0,2,12,2,1,1,2.42,2,0,2,137,1,IN/OUT
1,2,25,1,7,1,2.44,25,1,2,137,1,IN/OUT
1,1,63,2,4,1,1.91,63,1,2,137,1,IN/OUT
1,3,7,1,7,1,2.14,7,1,2,137,1,leading/trailing
1,4,60,2,6,1,1.75,60,1,2,137,1,leading/trailing
1,4,30,2,5,1,1.57,30,1,2,137,1,leading/trailing
1,4,940,3,7,1,2.49,940,1,3,137,1,leading/trailing
1,2,54,1,5,1,2.64,54,1,2,137,1,IN/OUT
1,4,780,3,4,1,2.42,780,1,3,137,1,leading/trailing
1,4,10,2,5,1,2.51,10,1,2,137,1,leading/trailing
1,4,210,3,6,1,3.88,210,1,3,137,1,leading/trailing
1,4,890,3,4,1,1.77,890,1,3,137,1,leading/trailing
0,1,867,1,2,1,4.49,867,1,3,137,1,IN/OUT
1,4,740,3,4,1,3.92,740,1,3,137,1,leading/trailing
1,4,70,2,5,1,2.03,70,1,2,137,1,leading/trailing
1,2,926,3,7,1,2.85,926,1,3,137,1,IN/OUT
1,3,17,1,7,1,7.2,17,1,3,137,1,leading/trailing
0,4,60,2,1,1,2.18,60,1,2,137,1,leading/trailing
1,3,9,1,4,1,1.37,9,1,2,137,1,leading/trailing
1,3,3,1,7,1,1.27,3,1,2,137,1,leading/trailing
1,2,984,2,7,1,2.07,984,1,3,137,1,IN/OUT
0,1,731,1,2,1,2.78,731,1,3,137,1,IN/OUT
0,4,950,3,1,1,1.82,950,1,3,137,1,leading/trailing
0,1,48,2,2,1,2.14,48,1,2,137,1,IN/OUT
1,1,432,2,4,1,1.91,432,1,3,137,1,IN/OUT
0,4,30,2,1,1,2.1,30,1,2,137,1,leading/trailing
1,3,1,1,6,1,1.75,1,1,2,137,1,leading/trailing
0,3,9,1,1,1,2.76,9,1,2,137,1,leading/trailing
1,2,9,1,4,1,3.73,9,1,2,137,1,IN/OUT
1,1,15,1,3,1,1.65,15,1,2,137,1,IN/OUT
1,1,92,2,4,1,2.08,92,1,2,137,1,IN/OUT
1,3,11,1,5,1,5.16,11,1,3,137,1,leading/trailing
1,2,4,1,4,1,1.69,4,1,2,137,1,IN/OUT
0,2,195,1,1,1,2.63,195,1,3,137,1,IN/OUT
1,2,64,1,5,1,1.98,64,1,2,137,1,IN/OUT
0,3,54,1,1,1,2.52,54,1,3,137,1,leading/trailing
0,3,9,1,1,1,2.36,9,1,2,137,1,leading/trailing
0,3,1,1,1,1,1.75,1,1,2,137,1,leading/trailing
1,1,877,1,5,1,2.76,877,1,3,137,1,IN/OUT
1,3,29,1,4,1,2.19,29,1,3,137,1,leading/trailing
1,1,263,1,3,1,3.66,263,1,3,137,1,IN/OUT
1,4,60,2,4,1,2.04,60,1,2,137,1,leading/trailing
0,2,526,2,1,1,3.01,526,1,3,137,1,IN/OUT
1,2,85,2,6,1,2.49,85,1,2,137,1,IN/OUT
1,3,94,1,6,1,1.96,94,1,3,137,1,leading/trailing
1,2,70,1,6,1,1.71,70,1,2,137,1,IN/OUT
1,3,16,1,7,1,1.78,16,1,3,137,1,leading/trailing
1,1,85,1,5,1,1.75,85,1,2,137,1,IN/OUT
1,1,48,1,5,1,1.81,48,1,2,137,1,IN/OUT
0,2,983,3,1,1,3.14,983,1,3,137,1,IN/OUT
1,2,7,1,5,1,2.33,7,1,3,137,1,IN/OUT
1,3,8,1,7,1,1.43,8,1,2,137,1,leading/trailing
0,2,446,2,1,1,2.87,446,1,3,137,1,IN/OUT
0,4,60,2,1,1,1.68,60,1,2,137,1,leading/trailing
1,4,90,2,5,1,1.9,90,1,2,137,1,leading/trailing
1,2,19,1,6,1,1.13,16,0,2,137,1,IN/OUT
0,1,38,2,2,1,2.84,38,1,2,137,1,IN/OUT
1,4,740,3,4,1,1.74,740,1,3,137,1,leading/trailing
1,2,24,1,6,1,2.41,24,1,2,137,1,IN/OUT
0,1,182,2,2,1,4.14,182,1,3,137,1,IN/OUT
1,4,20,2,7,1,2.03,20,1,2,137,1,leading/trailing
1,2,95,2,4,1,1.1,95,1,2,137,1,IN/OUT
1,1,93,1,3,1,1.34,93,1,2,137,1,IN/OUT
1,1,34,1,4,1,1.19,34,1,2,137,1,IN/OUT
1,2,795,1,7,1,3.83,795,1,3,137,1,IN/OUT
1,4,490,3,7,1,2.92,490,1,3,137,1,leading/trailing
0,4,380,3,1,1,3,380,1,3,137,1,leading/trailing
0,1,92,1,2,1,1.61,92,1,2,137,1,IN/OUT
1,3,6,1,6,1,1.64,6,1,2,137,1,leading/trailing
1,1,493,2,3,1,4.43,493,1,3,137,1,IN/OUT
1,3,42,1,5,1,1.71,42,1,3,137,1,leading/trailing
1,1,102,1,3,1,4.37,102,1,3,137,1,IN/OUT
0,3,39,1,1,1,2.97,39,1,3,137,1,leading/trailing
1,3,6,1,6,0,1.62,6,1,2,137,1,leading/trailing
1,2,790,1,7,1,1.92,790,1,3,137,1,IN/OUT
1,3,3,1,6,1,1.98,3,1,2,137,1,leading/trailing
1,3,1,1,7,1,1.5,1,1,2,137,1,leading/trailing
0,4,460,3,1,1,1.64,460,1,3,137,1,leading/trailing
1,4,890,3,6,1,3.27,890,1,3,137,1,leading/trailing
1,1,870,1,4,1,5.86,870,1,3,137,1,IN/OUT
1,1,491,1,5,1,1.75,491,1,3,137,1,IN/OUT
1,4,70,2,4,1,1.51,70,1,2,137,1,leading/trailing
0,2,15,1,1,1,1.95,15,1,2,137,1,IN/OUT
1,4,40,2,5,1,1.03,40,1,2,137,1,leading/trailing
1,4,190,3,5,1,1.69,190,1,3,137,1,leading/trailing
1,4,410,3,5,0,1.73,410,1,3,137,1,leading/trailing
1,3,3,1,5,1,1.48,3,1,2,137,1,leading/trailing
0,4,10,2,1,1,1.66,10,1,2,137,1,leading/trailing
1,3,7,1,6,1,2.48,7,1,2,137,1,leading/trailing
1,1,35,1,4,1,1.64,35,1,2,137,1,IN/OUT
1,2,33,2,7,1,1.71,33,1,2,137,1,IN/OUT
1,2,713,1,7,1,2.15,713,1,3,137,1,IN/OUT
1,4,80,2,4,1,1.2,80,1,2,137,1,leading/trailing
1,3,34,1,4,1,1.89,34,1,3,137,1,leading/trailing
1,1,14,2,6,1,1.27,14,1,2,137,1,IN/OUT
0,2,141,2,1,1,3.93,141,1,3,138,1,IN/OUT
1,3,6,1,4,1,2.68,6,1,2,138,1,leading/trailing
1,4,10,2,6,0,5.68,10,1,2,138,1,leading/trailing
1,4,790,3,7,1,3.16,790,1,3,138,1,leading/trailing
0,4,930,3,1,1,7.55,930,1,3,138,1,leading/trailing
1,4,640,3,5,1,2.6,640,1,3,138,1,leading/trailing
1,1,15,1,3,1,2.46,15,1,2,138,1,IN/OUT
1,4,640,3,6,1,2.43,640,1,3,138,1,leading/trailing
0,4,30,2,1,1,3.82,30,1,2,138,1,leading/trailing
1,2,8,1,7,1,3.45,8,1,2,138,1,IN/OUT
1,2,36,2,6,1,2.43,36,1,2,138,1,IN/OUT
0,1,793,2,2,1,2.22,793,1,3,138,1,IN/OUT
0,1,957,1,2,0,3.72,957,1,3,138,1,IN/OUT
1,2,96,2,5,1,2.48,96,1,2,138,1,IN/OUT
1,2,45,2,6,1,2.81,45,1,2,138,1,IN/OUT
1,4,840,3,5,1,3.63,840,1,3,138,1,leading/trailing
1,4,80,2,5,1,2.94,80,1,2,138,1,leading/trailing
1,3,7,1,4,1,3.85,7,1,2,138,1,leading/trailing
1,1,28,2,5,1,2.04,28,1,2,138,1,IN/OUT
1,3,87,1,6,1,2.83,87,1,3,138,1,leading/trailing
1,2,549,1,4,1,2.29,549,1,3,138,1,IN/OUT
1,2,991,3,7,1,3.25,991,1,3,138,1,IN/OUT
1,2,4,1,6,1,3.01,4,1,2,138,1,IN/OUT
1,4,30,2,5,1,1.82,30,1,2,138,1,leading/trailing
1,4,30,2,6,1,1.67,30,1,2,138,1,leading/trailing
1,4,190,3,4,1,2.5,190,1,3,138,1,leading/trailing
1,3,83,1,7,0,2.96,83,1,3,138,1,leading/trailing
1,2,177,2,7,1,2.62,177,1,3,138,1,IN/OUT
1,3,25,1,6,1,4.16,25,1,3,138,1,leading/trailing
1,4,230,3,7,1,3.37,230,1,3,138,1,leading/trailing
0,1,58,2,2,1,2.12,58,1,2,138,1,IN/OUT
0,1,894,2,2,1,1.85,894,1,3,138,1,IN/OUT
1,3,49,1,5,1,3.58,49,1,3,138,1,leading/trailing
0,3,6,1,1,1,2.03,6,1,2,138,1,leading/trailing
1,1,465,1,6,1,4.01,465,1,3,138,1,IN/OUT
0,4,570,3,1,1,3.24,570,1,3,138,1,leading/trailing
1,1,53,2,5,1,1.52,53,1,2,138,1,IN/OUT
1,3,28,1,7,1,4.85,28,1,3,138,1,leading/trailing
1,4,870,3,6,1,1.95,870,1,3,138,1,leading/trailing
1,2,4,1,4,1,2.05,4,1,2,138,1,IN/OUT
1,1,503,3,3,1,2.72,503,1,3,138,1,IN/OUT
1,3,42,1,7,1,2.97,42,1,3,138,1,leading/trailing
0,3,68,1,1,0,2.17,68,1,3,138,1,leading/trailing
0,4,60,2,1,1,4.85,65,0,2,138,1,leading/trailing
1,4,190,3,4,1,2.7,190,1,3,138,1,leading/trailing
1,1,83,2,4,1,2.15,83,1,2,138,1,IN/OUT
1,1,861,1,3,1,2.27,861,1,3,138,1,IN/OUT
1,2,486,2,7,1,3.33,486,1,3,138,1,IN/OUT
0,2,8,1,1,0,2.57,8,1,2,138,1,IN/OUT
0,2,48,1,1,1,2.78,48,1,2,138,1,IN/OUT
0,3,55,1,1,1,3.91,55,1,3,138,1,leading/trailing
1,3,6,1,6,1,3.29,6,1,2,138,1,leading/trailing
1,4,450,3,4,1,2.66,450,1,3,138,1,leading/trailing
1,2,484,2,7,1,3.31,484,1,3,138,1,IN/OUT
0,4,820,3,1,1,2.8,820,1,3,138,1,leading/trailing
1,1,44,2,5,1,2.6,44,1,2,138,1,IN/OUT
1,2,463,2,6,1,3.57,463,1,3,138,1,IN/OUT
0,4,80,2,1,1,1.85,80,1,2,138,1,leading/trailing
0,2,372,1,1,1,3.7,372,1,3,138,1,IN/OUT
1,1,16,2,3,1,1.38,16,1,2,138,1,IN/OUT
1,3,32,1,7,1,2.86,32,1,3,138,1,leading/trailing
1,3,4,1,4,1,2.19,4,1,2,138,1,leading/trailing
1,1,64,2,3,1,1.37,64,1,2,138,1,IN/OUT
1,3,7,1,4,1,2.38,7,1,2,138,1,leading/trailing
1,2,266,3,5,1,2.76,266,1,3,138,1,IN/OUT
0,1,47,2,2,1,1.71,47,1,2,138,1,IN/OUT
0,1,37,2,2,1,1.86,37,1,2,138,1,IN/OUT
1,2,48,2,7,1,1.94,48,1,2,138,1,IN/OUT
1,3,5,1,4,1,2.13,5,1,2,138,1,leading/trailing
1,1,49,2,3,1,1.56,49,1,2,138,1,IN/OUT
1,4,40,2,6,1,3.59,40,1,2,138,1,leading/trailing
1,4,50,2,7,1,3,50,1,2,138,1,leading/trailing
1,3,8,1,7,1,2.56,8,1,2,138,1,leading/trailing
0,3,5,1,1,1,3.36,5,1,2,138,1,leading/trailing
0,3,95,1,1,1,4.67,95,1,3,138,1,leading/trailing
1,4,90,2,4,1,1.89,90,1,2,138,1,leading/trailing
1,3,6,1,4,1,2.25,6,1,2,138,1,leading/trailing
1,2,17,1,6,1,2.7,17,1,2,138,1,IN/OUT
1,4,20,2,6,1,1.73,20,1,2,138,1,leading/trailing
1,4,60,2,5,1,2.31,60,1,2,138,1,leading/trailing
1,1,265,1,3,1,2.68,265,1,3,138,1,IN/OUT
1,4,820,3,6,1,2.04,820,1,3,138,1,leading/trailing
1,1,74,2,3,1,1.53,74,1,2,138,1,IN/OUT
1,1,103,3,3,1,1.59,103,1,3,138,1,IN/OUT
1,1,245,2,3,1,1.96,245,1,3,138,1,IN/OUT
0,2,90,2,1,1,1.92,90,1,2,138,1,IN/OUT
1,1,503,3,4,1,2.54,503,1,3,138,1,IN/OUT
1,3,2,1,4,1,1.74,2,1,2,138,1,leading/trailing
0,1,478,2,2,1,1.91,478,1,3,138,1,IN/OUT
1,3,43,1,5,1,3.17,43,1,3,138,1,leading/trailing
0,2,16,1,1,1,2.04,16,1,2,138,1,IN/OUT
1,2,541,3,5,1,1.79,541,1,3,138,1,IN/OUT
1,2,66,2,6,1,3.45,66,1,2,138,1,IN/OUT
1,4,20,2,7,1,1.64,20,1,2,138,1,leading/trailing
1,2,521,1,5,1,2.08,521,1,3,138,1,IN/OUT
1,1,27,1,3,1,1.39,27,1,2,138,1,IN/OUT
1,2,505,3,4,1,3.15,505,1,3,138,1,IN/OUT
0,3,84,1,1,1,3.28,84,1,3,138,1,leading/trailing
1,4,80,2,5,1,2.12,80,1,2,138,1,leading/trailing
1,1,79,1,4,1,2.49,79,1,2,138,1,IN/OUT
1,1,129,3,6,1,1.74,129,1,3,138,1,IN/OUT
0,1,35,2,2,1,1.67,35,1,2,138,1,IN/OUT
1,1,541,3,3,1,2.11,41,0,3,138,1,IN/OUT
0,2,844,2,1,1,3.19,844,1,3,138,1,IN/OUT
1,3,7,1,6,1,2.65,7,1,2,138,1,leading/trailing
1,2,25,2,4,1,1.34,25,1,2,138,1,IN/OUT
1,3,13,1,6,1,2.61,13,1,3,138,1,leading/trailing
1,1,759,3,5,1,2.11,759,1,3,138,1,IN/OUT
0,3,8,1,1,1,2.52,8,1,2,138,1,leading/trailing
1,3,63,1,5,1,2.87,63,1,3,138,1,leading/trailing
1,2,6,2,6,1,1.92,6,1,2,138,1,IN/OUT
1,4,10,2,7,1,1.83,10,1,2,138,1,leading/trailing
1,1,73,1,4,1,1.68,73,1,2,138,1,IN/OUT
1,3,8,1,6,1,1.74,8,1,2,138,1,leading/trailing
1,3,1,1,7,1,2.05,1,1,2,138,1,leading/trailing
0,2,523,3,1,1,3.08,523,1,3,138,1,IN/OUT
1,2,956,2,4,1,2.32,956,1,3,138,1,IN/OUT
0,4,50,2,1,1,1.62,50,1,2,138,1,leading/trailing
1,4,590,3,4,1,2.44,590,1,3,138,1,leading/trailing
1,1,987,2,3,0,3.83,987,1,3,138,1,IN/OUT
1,4,360,3,7,1,2.76,360,1,3,138,1,leading/trailing
0,3,5,1,1,1,2.79,5,1,2,138,1,leading/trailing
1,2,714,2,7,1,2.54,714,1,3,138,1,IN/OUT
1,3,25,1,5,1,4.69,25,1,3,138,1,leading/trailing
1,1,815,2,3,1,1.46,815,1,3,138,1,IN/OUT
0,4,850,3,1,1,2.66,850,1,3,138,1,leading/trailing
1,3,37,1,7,1,3.75,37,1,3,138,1,leading/trailing
1,2,98,2,7,1,3.5,98,1,2,138,1,IN/OUT
0,1,78,1,2,1,3.12,78,1,2,139,1,IN/OUT
1,1,16,1,3,1,2.11,16,1,2,139,1,IN/OUT
0,4,370,3,1,1,4.9,370,1,3,139,1,leading/trailing
1,1,869,3,5,1,6.19,869,1,3,139,1,IN/OUT
1,4,190,3,6,1,3.52,190,1,3,139,1,leading/trailing
1,1,31,2,4,1,5.68,31,1,3,139,1,IN/OUT
0,4,20,2,1,1,4.01,20,1,2,139,1,leading/trailing
1,4,820,3,7,1,3.25,820,1,3,139,1,leading/trailing
1,1,95,1,6,1,1.7,95,1,2,139,1,IN/OUT
1,4,620,3,5,1,4.13,620,1,3,139,1,leading/trailing
1,2,141,3,6,1,4.45,141,1,3,139,1,IN/OUT
1,4,70,2,4,1,2.84,70,1,2,139,1,leading/trailing
1,2,199,1,6,1,2.82,199,1,3,139,1,IN/OUT
1,1,45,1,6,1,3.37,45,1,2,139,1,IN/OUT
1,4,10,2,6,1,2.49,10,1,2,139,1,leading/trailing
1,1,46,2,3,1,1.73,46,1,2,139,1,IN/OUT
0,2,850,3,1,1,5.13,850,1,3,139,1,IN/OUT
1,2,401,2,5,1,4.22,401,1,3,139,1,IN/OUT
1,4,20,2,4,0,2.5,20,1,2,139,1,leading/trailing
1,3,86,1,6,1,5.08,86,1,3,139,1,leading/trailing
1,1,121,3,3,0,2.89,121,1,3,139,1,IN/OUT
0,1,67,1,2,1,2.11,67,1,2,139,1,IN/OUT
1,4,480,3,4,1,2.61,480,1,3,139,1,leading/trailing
1,2,120,1,5,1,1.84,120,1,3,139,1,IN/OUT
1,4,620,3,4,1,2.37,620,1,3,139,1,leading/trailing
1,1,62,2,3,1,2.1,62,1,2,139,1,IN/OUT
1,2,25,2,7,1,2.2,25,1,2,139,1,IN/OUT
1,1,31,2,3,1,2.08,31,1,2,139,1,IN/OUT
1,3,95,1,7,1,3.78,95,1,3,139,1,leading/trailing
1,2,23,1,7,1,2.38,23,1,2,139,1,IN/OUT
1,3,8,1,4,1,3.96,8,1,2,139,1,leading/trailing
1,3,52,1,4,1,1.99,52,1,3,139,1,leading/trailing
1,1,99,1,6,1,2.1,99,1,2,139,1,IN/OUT
1,1,665,1,3,1,2.72,665,1,3,139,1,IN/OUT
1,3,25,1,5,0,4.26,25,1,3,139,1,leading/trailing
1,2,867,2,5,1,4.67,867,1,3,139,1,IN/OUT
1,2,6,1,7,1,4.19,6,1,2,139,1,IN/OUT
0,3,16,1,1,1,4.25,16,1,3,139,1,leading/trailing
1,3,16,1,5,1,3.81,16,1,3,139,1,leading/trailing
0,2,1,1,1,0,1.81,1,1,3,139,1,IN/OUT
1,3,7,1,4,1,3.55,7,1,2,139,1,leading/trailing
1,3,8,1,4,1,2.5,8,1,2,139,1,leading/trailing
1,4,30,2,5,1,1.99,30,1,2,139,1,leading/trailing
1,2,42,2,6,1,2.53,42,1,2,139,1,IN/OUT
1,4,10,2,5,1,1.76,10,1,2,139,1,leading/trailing
0,3,2,1,1,1,1.86,2,1,2,139,1,leading/trailing
1,2,460,3,5,1,3.21,460,1,3,139,1,IN/OUT
0,3,88,1,1,1,2.9,88,1,3,139,1,leading/trailing
1,4,460,3,4,1,1.76,460,1,3,139,1,leading/trailing
1,2,988,3,7,1,1.78,488,0,3,139,1,IN/OUT
1,3,9,1,4,1,3.53,9,1,2,139,1,leading/trailing
0,1,869,3,2,1,3.11,369,0,3,139,1,IN/OUT
1,3,5,1,7,1,5.17,8,0,2,139,1,leading/trailing
1,3,42,1,7,1,3.13,42,1,3,139,1,leading/trailing
1,1,318,3,5,1,2.25,38,0,3,139,1,IN/OUT
0,1,25,2,2,0,1.63,25,1,2,139,1,IN/OUT
1,2,46,2,7,1,2.45,46,1,2,139,1,IN/OUT
0,1,318,3,2,1,2.42,318,1,3,139,1,IN/OUT
1,1,62,2,3,1,2.01,62,1,3,139,1,IN/OUT
1,3,16,1,7,1,1.93,16,1,3,139,1,leading/trailing
1,1,881,1,5,1,1.79,881,1,3,139,1,IN/OUT
1,2,78,1,6,1,3.3,78,1,2,139,1,IN/OUT
0,4,170,3,1,1,4.33,170,1,3,139,1,leading/trailing
1,2,75,1,6,1,3.77,75,1,2,139,1,IN/OUT
0,4,20,2,1,1,2.38,20,1,2,139,1,leading/trailing
1,1,112,3,4,1,5.89,112,1,3,139,1,IN/OUT
1,1,36,1,4,1,1.42,36,1,2,139,1,IN/OUT
0,4,590,3,1,1,3.96,590,1,3,139,1,leading/trailing
1,3,7,1,4,1,3.7,7,1,2,139,1,leading/trailing
1,2,21,2,6,1,2.27,21,1,2,139,1,IN/OUT
0,2,80,2,1,1,3.16,80,1,2,139,1,IN/OUT
0,2,3,2,1,1,2.84,3,1,2,139,1,IN/OUT
1,3,6,1,6,1,3.17,6,1,2,139,1,leading/trailing
0,3,16,1,1,0,7.85,16,1,3,139,1,leading/trailing
0,3,7,1,1,1,3.53,7,1,2,139,1,leading/trailing
1,3,15,1,4,1,2.01,15,1,3,139,1,leading/trailing
1,4,820,3,6,1,3.03,820,1,3,139,1,leading/trailing
1,1,860,1,5,1,4.78,860,1,3,139,1,IN/OUT
1,2,28,1,6,1,2.7,28,1,2,139,1,IN/OUT
1,4,60,2,6,1,2.6,60,1,2,139,1,leading/trailing
1,3,7,1,5,1,2.38,7,1,2,139,1,leading/trailing
1,3,68,1,5,1,3.04,68,1,3,139,1,leading/trailing
0,3,5,1,1,0,1.85,5,1,2,139,1,leading/trailing
1,4,10,2,5,0,5.38,10,1,2,139,1,leading/trailing
1,4,60,2,6,1,2.92,60,1,2,139,1,leading/trailing
1,4,290,3,4,1,1.31,790,0,3,139,1,leading/trailing
1,4,90,2,5,1,3.03,9,0,2,139,1,leading/trailing
1,1,39,1,3,1,3.29,39,1,2,139,1,IN/OUT
