Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Subject ID,One/Two conditions,Order,Subj ID across Experiments for within subject analysis of order
1,3,6,1,7,1,3.2106336,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,4,30,2,6,1,1.6990558,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,1,69,3,4,1,1.1163056,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,3,34,1,7,1,6.1606097,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,3,87,1,7,1,4.7157075,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,4,10,2,7,1,2.0436814,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,2,696,3,7,1,3.8046886,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,71,2,3,1,1.0876821,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,92,1,5,1,2.1188719,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,613,2,3,1,3.493766,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,66,2,3,1,2.7536528,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,3,2,1,6,1,1.5183953,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,4,960,3,6,1,3.7047119,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,4,20,2,6,1,1.7951344,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,3,55,1,6,1,1.6399011,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,4,90,2,1,1,2.123179,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,3,1,1,4,1,1.767811,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,3,3,1,4,1,1.0458638,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,4,130,3,1,1,2.7582283,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,4,60,2,1,1,2.2938756,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,2,765,2,7,1,1.9933587,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,4,90,2,4,1,1.5738745,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,3,63,1,7,1,3.4308091,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,1,988,3,2,1,2.2042374,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
0,1,90,1,2,1,2.5023379,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,3,4,1,5,1,1.6787736,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,4,30,2,7,1,1.8192923,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,1,97,2,2,1,1.5579607,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,892,1,4,1,1.8540605,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,11,2,3,1,3.1908869,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,2,464,2,6,1,2.9063713,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,429,3,6,1,2.6073861,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,147,2,6,1,2.4849295,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,17,2,3,1,2.2233912,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
0,1,817,3,2,1,1.5746412,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,3,32,1,4,1,1.6567048,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
1,2,2,2,7,1,2.4597547,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,1,20,1,4,1,1.2176442,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
0,2,739,2,1,1,2.7043509,0,0,3,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,3,93,1,7,1,2.832886,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,2,44,1,1,1,4.0846662,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
0,3,1,1,1,1,1.8170982,0,0,2,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,2,4,2,1,1,1.6374643,0,0,2,205,1,IN/Out, 2401ydUp1.mat ,1,N/A,N/A
1,3,76,1,5,1,3.5455854,0,0,3,205,1,leading/trailing, 2401ydUp1.mat ,1,N/A,N/A
0,1,28,2,2,1,2.9451392,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,73,2,7,1,1.583286,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,56,1,5,1,2.3106446,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,1,1,5,1,1.1628041,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,70,2,5,1,1.1424627,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,45,1,4,1,0.73713439,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,795,1,4,1,1.4235198,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,789,3,4,0,3.4550765,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,76,1,6,1,2.2149551,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,69,1,5,1,1.2953952,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,48,1,6,1,2.5479325,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,470,3,4,1,2.2599766,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,707,2,7,1,2.225845,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,826,2,6,1,1.3545482,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,3,6,1,1,1,2.1093472,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,56,1,4,1,1.1241307,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,570,3,7,1,1.4728965,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,948,3,7,1,1.3092446,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,1,29,2,2,1,2.3628984,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,30,2,7,1,1.4747056,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,45,1,1,1,1.8564957,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,50,2,7,1,1.6091041,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,415,1,1,1,6.2848081,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,2,98,1,1,1,4.506581,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,25,1,7,0,3.164353,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,360,3,5,1,2.8896505,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,28,1,7,1,2.8705059,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,10,2,7,1,1.1605468,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,750,3,4,1,2.2122686,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,2,1,4,0,1.6056709,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,4,60,2,1,1,3.1883,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,314,1,4,1,1.1653545,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,3,88,1,1,1,3.2491942,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,9,1,5,1,1.9834239,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,666,1,7,1,3.1294537,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,610,3,6,1,2.6863449,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,24,2,1,1,2.8816869,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,530,3,5,1,1.5608801,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,15,2,5,1,1.2254307,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,8,1,4,1,2.8101446,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,809,2,7,1,1.1821864,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,3,5,1,1,1,1.9934271,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,3,53,1,1,1,1.5717608,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,75,1,7,1,1.9483025,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,4,220,3,1,1,1.645008,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,4,390,3,1,1,1.2054122,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,94,2,4,1,1.1437691,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,46,1,4,0,1.7693734,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,569,3,3,1,1.6457981,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,5,1,4,1,5.4031989,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,270,3,5,1,1.5593061,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,70,2,5,1,1.9413596,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,1,56,2,2,1,1.4183606,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,70,2,6,1,1.216821,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,31,2,1,1,0.94563759,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,141,2,4,1,1.2535957,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,441,3,6,1,4.4525228,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,18,2,5,1,0.76224136,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,87,2,7,1,0.84092107,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,737,3,6,1,2.2494724,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,80,2,5,1,1.2318725,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,140,3,5,1,1.0632555,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,39,1,3,1,5.0010351,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,6,1,4,1,1.4505082,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,505,2,1,1,3.3981024,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,4,1,4,1,3.0382421,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,1,936,1,2,1,4.589637,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,140,3,6,1,1.3477733,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,4,1,7,1,7.2087914,0,0,2,206,2,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,780,3,5,1,1.3244145,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,10,2,4,0,1.1364254,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,4,50,2,1,1,2.3265148,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,493,1,1,0,2.2236268,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,339,1,3,1,2.5539108,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,4,10,2,1,1,2.218057,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,95,1,4,1,1.7382406,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,40,2,7,1,1.5054904,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,32,1,7,1,1.1405526,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,80,2,4,0,1.1449671,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,91,2,3,1,1.4791347,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,9,1,6,1,2.1541483,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,4,50,2,5,1,3.0853374,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,32,1,3,1,2.116042,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,848,2,4,1,1.3839999,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,510,2,5,1,2.190263,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,760,3,7,1,1.7672551,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,587,2,3,1,2.6535106,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,1,65,1,2,1,1.8158425,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,1,1,7,1,4.7646639,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,4,220,3,1,1,1.943945,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,59,2,6,1,2.6067929,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,86,1,6,1,1.7216227,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,2,29,1,1,1,1.763579,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,3,1,1,1,1,1.3869257,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,8,1,6,1,2.826803,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,17,2,3,1,3.2895292,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,70,2,6,1,1.1807032,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,98,1,7,1,1.561455,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,3,7,1,1,1,1.8640167,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,66,1,3,1,1.5452809,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,138,2,5,1,2.1698435,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,52,2,4,1,1.1635166,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,1,50,2,2,1,2.8708328,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,39,1,7,1,3.0540903,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,3,1,6,1,1.6576171,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,86,1,4,1,0.97190589,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,1,656,2,2,1,1.030415,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,50,2,5,1,1.1699838,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,3,41,1,1,1,1.3470938,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,1,870,2,2,0,1.8608341,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,26,2,3,1,2.0726442,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,53,1,7,1,2.8554385,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,4,750,3,6,1,2.2889559,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,4,50,2,1,1,1.4049671,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,98,1,6,1,1.8121214,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,5,1,5,1,3.0797003,0,0,2,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
0,3,46,1,1,0,2.2692552,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,90,2,5,1,1.2618385,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,561,1,7,1,1.9379623,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,28,1,3,1,2.4393694,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
0,4,640,3,1,1,2.1402763,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,3,89,1,4,1,1.4079707,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,2,569,1,7,1,2.0639607,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,957,3,4,1,1.5902524,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,1,363,3,3,1,1.789672,0,0,3,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,3,76,1,7,1,1.8268018,0,0,3,206,1,leading/trailing, 2402ssUp1.mat ,1,N/A,N/A
1,1,42,1,5,1,1.318066,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,51,2,7,1,2.6341609,0,0,2,206,1,IN/Out, 2402ssUp1.mat ,1,N/A,N/A
1,2,32,1,7,0,3.033627,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,37,1,4,1,1.3940107,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,3,65,1,4,1,0.8871891,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,3,98,1,1,1,1.2027939,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,2,10,2,4,1,0.9134157,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,3,2,1,6,1,1.7472876,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,3,75,1,7,1,1.7621259,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,4,220,3,1,1,1.5985902,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,4,150,3,7,1,1.9302861,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,2,713,2,5,1,1.0885674,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,4,240,3,6,1,1.9064852,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,1,68,2,4,0,1.0998882,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,46,2,5,1,1.3754151,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,2,616,2,1,1,1.518775,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,1,825,1,2,0,0.94950436,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,4,90,2,1,1,1.2247318,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,4,860,3,7,1,1.461061,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,3,8,1,6,1,1.7991803,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,1,428,3,2,1,1.6845609,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,87,2,3,1,1.6381047,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,3,29,1,4,1,2.9278747,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,1,28,2,4,0,2.4776957,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,1,89,1,2,1,2.246661,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,4,50,2,1,1,0.84530906,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,3,1,1,4,1,1.5948114,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,4,50,2,1,1,0.95240958,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,1,387,3,2,1,1.2969316,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,4,770,3,7,1,1.8173626,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,2,60,2,1,1,1.3331425,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,54,2,6,1,1.9507852,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,66,2,3,1,2.491354,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,1,39,2,2,1,0.98733015,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,2,35,1,1,1,1.5711581,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,3,7,1,5,1,1.6865,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,1,412,3,4,1,1.8406578,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,75,1,4,1,0.97019549,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,964,3,6,1,1.6016297,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,4,860,3,4,0,3.470066,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,4,750,3,7,1,2.0100972,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,3,3,1,6,1,0.86988186,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,2,154,1,1,1,1.753702,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,2,31,1,1,1,2.1333139,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,4,150,3,5,1,1.7635575,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,2,95,2,5,1,1.0230555,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,129,2,4,1,2.4842454,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,132,3,4,1,1.052246,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,72,2,6,1,1.0004557,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,456,2,7,0,1.4268532,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,825,2,7,1,3.0108099,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,4,370,3,6,1,1.6402008,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,3,94,1,5,0,1.1802785,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,2,16,1,5,1,0.99510889,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,3,16,1,7,0,2.4407571,0,0,3,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,4,30,2,4,1,1.4094147,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,2,266,1,6,1,2.1435084,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,3,1,1,5,1,1.9400092,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,1,404,3,4,1,1.6800555,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,4,30,2,4,1,1.1046997,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,3,9,1,1,1,2.7080296,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,2,303,1,1,1,2.9605295,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,2,63,1,6,1,2.2278377,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,3,4,1,1,1,1.4709996,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
0,1,335,3,2,1,1.5258841,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
1,1,90,2,4,1,2.2139944,0,0,3,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
0,3,9,1,1,1,2.0943957,0,0,2,207,1,leading/trailing, 2403krUp1.mat ,1,N/A,N/A
1,2,38,1,7,1,2.3194831,0,0,2,207,1,IN/Out, 2403krUp1.mat ,1,N/A,N/A
